date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:06:34	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%2257605d23-60a%22	https://ap-cogen.myshopify.com/pages/typo	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/typo	(from https://ap-cogen.myshopify.com/)
11:06:37	112650/112650	---MCZ	200	added ('OK')	text/html	etag:cacheable:93a6f9af7b58a91deec6b6d2f08bccc9	https://ap-cogen.myshopify.com/pages/frontpage	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/frontpage.html	(from https://ap-cogen.myshopify.com/)
11:06:38	167634/167634	---MCZ	200	added ('OK')	text/html	etag:cacheable:2aa300801de8cd325daa5e822894ed9f	https://ap-cogen.myshopify.com/pages/shortcode	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/shortcode.html	(from https://ap-cogen.myshopify.com/)
11:06:39	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%2257605d23-60a%22	https://ap-cogen.myshopify.com/products/bibendum-egestas-e	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/bibendum-egestas-e	(from https://ap-cogen.myshopify.com/)
11:06:51	122413/122413	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:10:54%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/slideshow_image_1.jpg?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/slideshow_image_1b457.jpg	(from https://ap-cogen.myshopify.com/)
11:06:57	167761/167761	---MCZ	200	added ('OK')	text/html	etag:cacheable:ed5a9a44777096af28de0ded033b7fc9	https://ap-cogen.myshopify.com/products/aenean-consequat-sagittis	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/aenean-consequat-sagittis.html	(from https://ap-cogen.myshopify.com/)
11:06:58	96639/96639	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:10:58%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_1.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_1b457.png	(from https://ap-cogen.myshopify.com/)
11:06:59	6120/6120	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:12%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_large.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_largee8e5.jpg	(from https://ap-cogen.myshopify.com/)
11:07:00	5349/5349	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:13%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_large.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_largee8e5.jpg	(from https://ap-cogen.myshopify.com/)
11:07:03	14398/14398	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:15%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/simple-rustic-table-lamps-min_large.jpg?v=1472866691	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/simple-rustic-table-lamps-min_large0a8b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:03	18525/18525	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:14%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_large.jpg?v=1472866691	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_large0a8b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:06	6184/6184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:19%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295ccc3a5cc-min_large.jpg?v=1472007825	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295ccc3a5cc-min_large387a.jpg	(from https://ap-cogen.myshopify.com/)
11:07:06	13764/13764	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:18%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/3dc4505e400f4bbccb803a4aa0fd3efb-min_large.jpg?v=1472007800	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/3dc4505e400f4bbccb803a4aa0fd3efb-min_large959b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:08	8934/8934	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:20%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/9b196124983487-min_large.jpg?v=1472007802	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/9b196124983487-min_largeecc2.jpg	(from https://ap-cogen.myshopify.com/)
11:07:09	8025/8025	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:21%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_large.jpg?v=1472007828	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_large2fab.jpg	(from https://ap-cogen.myshopify.com/)
11:07:12	168057/168057	---MCZ	200	added ('OK')	text/html	etag:cacheable:d54a7f65d7fe527c5faa0751b4a01bf9	https://ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo.html	(from https://ap-cogen.myshopify.com/)
11:07:12	8598/8598	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:24%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_large.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_largea2a6.jpg	(from https://ap-cogen.myshopify.com/)
11:07:12	199330/199330	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:10:59%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_2.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_2b457.png	(from https://ap-cogen.myshopify.com/)
11:07:14	244043/244043	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:10:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/slideshow_image_2.jpg?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/slideshow_image_2b457.jpg	(from https://ap-cogen.myshopify.com/)
11:07:14	6313/6313	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:27%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_large.jpg?v=1472007831	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425e6c44c9-min_largefe7a.jpg	(from https://ap-cogen.myshopify.com/)
11:07:15	38266/38266	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:28%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_3.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_3b457.png	(from https://ap-cogen.myshopify.com/)
11:07:21	10490/10490	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:33%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_1024x1024.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_1024x1024e8e5.jpg	(from https://ap-cogen.myshopify.com/)
11:07:23	8978/8978	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:35%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_1024x1024.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/pf2-min_1024x1024e8e5.jpg	(from https://ap-cogen.myshopify.com/)
11:07:26	68841/68841	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:31%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_5.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_5b457.png	(from https://ap-cogen.myshopify.com/)
11:07:26	102235/102235	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:30%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_4.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/home_banner_4b457.png	(from https://ap-cogen.myshopify.com/)
11:07:26	29447/29447	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:36%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_1024x1024.jpg?v=1472866691	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_1024x10240a8b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:27	26478/26478	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:37%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/simple-rustic-table-lamps-min_1024x1024.jpg?v=1472866691	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/simple-rustic-table-lamps-min_1024x10240a8b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:32	169974/169974	---MCZ	200	added ('OK')	text/html	etag:cacheable:ef68fe39cab004d2f931410105d4e1d7	https://ap-cogen.myshopify.com/products/consequat-sagittis-lacinia	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/consequat-sagittis-lacinia.html	(from https://ap-cogen.myshopify.com/)
11:07:33	23182/23182	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:45%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_large.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_largedf2f.jpg	(from https://ap-cogen.myshopify.com/)
11:07:33	5737/5737	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:46%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_large.jpg?v=1472007834	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/1310038875-67422900-min_largeba67.jpg	(from https://ap-cogen.myshopify.com/)
11:07:35	169876/169876	---MCZ	200	added ('OK')	text/html	etag:cacheable:eff8feb163b4ae98492f36121769d1f5	https://ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter.html	(from https://ap-cogen.myshopify.com/)
11:07:35	23363/23363	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:48%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_large.jpg?v=1472007813	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_largec887.jpg	(from https://ap-cogen.myshopify.com/)
11:07:35	8105/8105	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:48%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_large.jpg?v=1472007837	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_large4091.jpg	(from https://ap-cogen.myshopify.com/)
11:07:37	167744/167744	---MCZ	200	added ('OK')	text/html	etag:cacheable:d94ad1bfe2851a2619a96f06f1d9c0ca	https://ap-cogen.myshopify.com/products/canon-eos-40d-10-1mp-slr-camera	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/canon-eos-40d-10-1mp-slr-camera.html	(from https://ap-cogen.myshopify.com/)
11:07:38	18525/18525	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:50%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_380a390e-9095-463c-857a-83cd68ce2f41_large.jpg?v=1472008239	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_380a390e-9095-463c-857a-83cd68ce2f41_large6f74.jpg	(from https://ap-cogen.myshopify.com/)
11:07:38	4540/4540	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:51%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi09_akihiro_yoshida-min_large.jpg?v=1472008282	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi09_akihiro_yoshida-min_large6f54.jpg	(from https://ap-cogen.myshopify.com/)
11:07:40	167515/167515	---MCZ	200	added ('OK')	text/html	etag:cacheable:56e5ea5e86259ac5774beca523513a08	https://ap-cogen.myshopify.com/products/egestas-bibendum-duiat-lorem-commodo	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/egestas-bibendum-duiat-lorem-commodo.html	(from https://ap-cogen.myshopify.com/)
11:07:40	17245/17245	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:53%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_large.jpg?v=1472008242	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_largec04b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:41	9821/9821	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:11:54%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/lg_MatterMade-F_K_A-Table-Lamp-Takagi_lamp_white-brass_HiRes-min_large.jpg?v=1472008278	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/lg_MatterMade-F_K_A-Table-Lamp-Takagi_lamp_white-brass_HiRes-min_largec10b.jpg	(from https://ap-cogen.myshopify.com/)
11:07:41	3641/3641	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:55%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_1.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_1b457.png	(from https://ap-cogen.myshopify.com/)
11:07:42	3362/3362	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_2.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_2b457.png	(from https://ap-cogen.myshopify.com/)
11:07:43	3769/3769	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_3.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_3b457.png	(from https://ap-cogen.myshopify.com/)
11:07:44	2127/2127	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:57%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_4.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_4b457.png	(from https://ap-cogen.myshopify.com/)
11:07:45	2766/2766	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:58%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_5.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_5b457.png	(from https://ap-cogen.myshopify.com/)
11:07:46	2841/2841	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:11:59%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_6.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_6b457.png	(from https://ap-cogen.myshopify.com/)
11:07:46	3641/3641	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:12:00%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_7.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_7b457.png	(from https://ap-cogen.myshopify.com/)
11:07:47	3362/3362	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:12:00%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_8.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_8b457.png	(from https://ap-cogen.myshopify.com/)
11:07:48	3769/3769	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:12:01%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_9.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/vendor_logo_9b457.png	(from https://ap-cogen.myshopify.com/)
11:07:49	23339/23339	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:12:02%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/articles/stock-photo-126206575-min_2a2e6771-1e57-4584-8e98-2a8dc79ad40d_large.jpg?v=1473060039	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/articles/stock-photo-126206575-min_2a2e6771-1e57-4584-8e98-2a8dc79ad40d_largee4bd.jpg	(from https://ap-cogen.myshopify.com/)
11:07:53	14054/14054	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:12:04%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/articles/stock-photo-12324959-min_large.jpg?v=1472203762	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/articles/stock-photo-12324959-min_larged438.jpg	(from https://ap-cogen.myshopify.com/)
11:07:53	128096/128096	---MCZ	200	added ('OK')	text/html	etag:cacheable:f3e3a180ca3aa5024f6e20ccb5613a4c	https://ap-cogen.myshopify.com/blogs/news/vestibulum-consequat-convallis-fringilla-vestibulum-nulla	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/vestibulum-consequat-convallis-fringilla-vestibulum-nulla.html	(from https://ap-cogen.myshopify.com/)
11:07:57	132095/132095	---MCZ	200	added ('OK')	text/html	etag:cacheable:0db0f3df68e9f7548b4c32eb95b03ebe	https://ap-cogen.myshopify.com/blogs/news/nullam-ullamcorper-nisl-quis-ornare-molestie-nisl-quis-ornare-quis-ornare	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/nullam-ullamcorper-nisl-quis-ornare-molestie-nisl-quis-ornare-quis-ornare.html	(from https://ap-cogen.myshopify.com/)
11:07:59	131972/131972	---MCZ	200	added ('OK')	text/html	etag:cacheable:d4680e1379c091dafa735dcf105fb88a	https://ap-cogen.myshopify.com/blogs/news/morbi-odio-sodales-condimentum-molestie-condimentum-molestie-nam-enim-2	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/morbi-odio-sodales-condimentum-molestie-condimentum-molestie-nam-enim-2.html	(from https://ap-cogen.myshopify.com/)
11:07:59	21366/21366	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:12:11%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/articles/3-min_fb29f950-3a6a-4e95-9d15-68cf5cfa223e_large.jpg?v=1472203839	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/articles/3-min_fb29f950-3a6a-4e95-9d15-68cf5cfa223e_large97c6.jpg	(from https://ap-cogen.myshopify.com/)
11:07:59	14054/14054	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:12:12%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/articles/stock-photo-12324959-min_221b41fc-1d6c-4a1e-99df-9fa96550f051_large.jpg?v=1472203919	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/articles/stock-photo-12324959-min_221b41fc-1d6c-4a1e-99df-9fa96550f051_large8d9b.jpg	(from https://ap-cogen.myshopify.com/)
11:08:00	130734/130734	---MCZ	200	added ('OK')	text/html	etag:cacheable:d567c8ca8bae285885676c7cef331e13	https://ap-cogen.myshopify.com/blogs/news/morbi-condimentum-molestie-nam-enim-odio-sodales	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/morbi-condimentum-molestie-nam-enim-odio-sodales.html	(from https://ap-cogen.myshopify.com/)
11:08:00	111076/111076	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04884cb205f053fb2b73843415722c20	https://ap-cogen.myshopify.com/contact@yourcompany.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/contact@yourcompany.com	(from https://ap-cogen.myshopify.com/)
11:08:01	111076/111076	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04884cb205f053fb2b73843415722c20	https://ap-cogen.myshopify.com/404	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/404	(from https://ap-cogen.myshopify.com/)
11:08:02	989/989	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:12:16%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/productDefault.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/productDefaultb457.png	(from https://ap-cogen.myshopify.com/)
11:08:02	110/110	---MC-	302	error ('Found')	text/html	date:Mon,%2018%20Feb%202019%2009:12:16%20GMT	https://ap-cogen.myshopify.com/account	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/account	(from https://ap-cogen.myshopify.com/)
11:08:05	42942/42942	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:28%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/handlebars.min.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/handlebars.minb457.js	(from https://ap-cogen.myshopify.com/)
